name,reg_no,cgpa
Olivine,REG001022,1.87
Johannah,REG001023,1.73
Bud,REG001024,3.62
Theodosia,REG001025,2.00
Rushie,REG001026,1.73
Taylor,REG001027,3.75
Dera,REG001028,1.87
Beth,REG001029,2.12
Linn,REG001030,1.73
Chloe,REG001031,3.79
Hertha,REG001032,2.67
Paula,REG001033,3.45
Etta,REG001034,5.88
Berta,REG001035,3.40
Livia,REG001036,1.73
Fanchon,REG001037,1.73
Florrie,REG001038,2.78
Etha,REG001039,2.93
Lucia,REG001040,3.10
Champ,REG001041,1.73
Thresa,REG001042,2.00
Babe,REG001043,2.12
Orlando,REG001044,2.54
Elisabeth,REG001045,3.64
Kattie,REG001046,3.40
Corena,REG001047,2.39
Maxine,REG001048,2.54
Floretta,REG001049,2.73
Williemae,REG001050,2.73
Osie,REG001051,1.87
Valeda,REG001052,1.73
Berniece,REG001053,3.81
Dena,REG001054,3.77
Manford,REG001055,1.87
Edd,REG001056,3.60
Georgia,REG001057,2.12
Elijah,REG001058,4.34
Gunda,REG001059,1.73
Venie,REG001060,1.87
Charley,REG001061,4.87
Holly,REG001062,2.00
Carlene,REG001063,2.54
Liller,REG001064,1.87
Lorenzo,REG001065,3.73
Dock,REG001066,4.12
Cora,REG001067,6.62
Timothy,REG001068,4.26
Ettie,REG001069,2.84
Lucus,REG001070,1.73
Mabel,REG001071,7.35
Jonnie,REG001072,2.00
Sam,REG001073,6.02
Adolphus,REG001074,2.78
Margarette,REG001075,2.98
Alcide,REG001076,2.00
Dayton,REG001077,2.12
Oneda,REG001078,1.87
Francisco,REG001079,2.78
Angie,REG001080,3.62
Ole,REG001081,2.78
Gideon,REG001082,2.22
Bernard,REG001083,5.21
Myrl,REG001084,2.89
Clarinda,REG001085,2.31
Hartwell,REG001086,1.87
Love,REG001087,1.73
Santina,REG001088,2.31
Eulalie,REG001089,2.31
Bruno,REG001090,3.06
Chas,REG001091,2.84
Avis,REG001092,2.22
Cecil,REG001093,3.10
Arley,REG001094,2.00
Ethyl,REG001095,3.28
Elijah,REG001096,4.17
Iona,REG001097,2.84
Ivery,REG001098,1.73
Tempie,REG001099,2.84
Tilford,REG001100,1.73
Essie,REG001101,5.53
Seth,REG001102,3.45
Alberta,REG001103,5.74
Grant,REG001104,4.01
Zelpha,REG001105,2.00
Rosebud,REG001106,2.31
Maybell,REG001107,2.93
Neomia,REG001108,1.73
Eugenie,REG001109,3.06
Sid,REG001110,2.12
Festus,REG001111,1.73
Eustace,REG001112,1.73
Jackie,REG001113,1.73
Delsie,REG001114,2.84
Lila,REG001115,4.15
Corine,REG001116,1.87
Lissie,REG001117,2.61
Dwight,REG001118,2.89
Maybelle,REG001119,4.40
Dallas,REG001120,3.14
Sandra,REG001121,1.73
Verna,REG001122,4.69
Rose,REG001123,7.68
Maryetta,REG001124,2.12
Delpha,REG001125,2.67
Ivey,REG001126,1.87
Allen,REG001127,2.22
Luvenia,REG001128,3.60
Alcie,REG001129,2.22
Mittie,REG001130,4.47
Zack,REG001131,2.73
Mozelle,REG001132,3.84
Honora,REG001133,2.00
Charles,REG001134,3.10
Sedonia,REG001135,1.87
Wayne,REG001136,4.34
Polly,REG001137,4.05
Tennie,REG001138,3.14
Mildred,REG001139,2.98
Winford,REG001140,1.73
Chessie,REG001141,2.22
Alvie,REG001142,2.12
Paulina,REG001143,2.39
Wilbert,REG001144,3.17
Alvena,REG001145,2.67
Lamont,REG001146,1.73
Elpha,REG001147,2.00
Chrystal,REG001148,2.39
Ace,REG001149,2.12
Winfield,REG001150,2.89
Isabell,REG001151,3.97
Graydon,REG001152,2.12
Warner,REG001153,3.06
Morna,REG001154,1.73
Beryl,REG001155,2.47
Leo,REG001156,4.63
Mason,REG001157,2.93
Gusta,REG001158,2.47
Armin,REG001159,1.73
Dezzie,REG001160,1.87
Albert,REG001161,2.54
Rosco,REG001162,1.73
Orra,REG001163,1.73
Lou,REG001164,2.22
Olive,REG001165,6.13
Luva,REG001166,1.73
Wilson,REG001167,4.09
Luisa,REG001168,2.73
Fitzhugh,REG001169,2.12
Aida,REG001170,2.54
Carleton,REG001171,2.22
Etha,REG001172,2.61
Raymond,REG001173,5.93
Valerie,REG001174,2.12
Arden,REG001175,1.73
Tiney,REG001176,1.87
Fread,REG001177,1.73
Hattie,REG001178,2.00
Axel,REG001179,2.39
Dudley,REG001180,3.42
Sarah,REG001181,1.87
Gustaf,REG001182,1.87
Alvin,REG001183,5.00
Elizbeth,REG001184,1.87
Beecher,REG001185,1.73
Jonas,REG001186,3.34
Zaida,REG001187,1.73
Salome,REG001188,2.73
Burt,REG001189,2.54
Joseph,REG001190,2.39
Alphonsus,REG001191,2.12
Bea,REG001192,2.12
Orah,REG001193,2.00
Ava,REG001194,3.93
Duane,REG001195,1.87
Albertina,REG001196,2.47
Dominic,REG001197,2.98
Monta,REG001198,1.73
Janette,REG001199,2.61
Hershel,REG001200,2.78
Dovie,REG001201,4.48
Colletta,REG001202,1.87
Agness,REG001203,2.22
Lexie,REG001204,2.67
Mariana,REG001205,1.73
Thad,REG001206,1.87
Corbett,REG001207,2.61
Millicent,REG001208,2.39
Sena,REG001209,2.54
Taylor,REG001210,3.02
Zilpha,REG001211,1.87
Marye,REG001212,1.73
Hollis,REG001213,1.87
Francies,REG001214,2.67
Oswald,REG001215,2.31
Gustave,REG001216,3.91
Effie,REG001217,6.33
Pearlie,REG001218,4.72
Leola,REG001219,3.53
Emery,REG001220,3.73
Roxy,REG001221,2.22
Leon,REG001222,5.53
Omer,REG001223,3.02
Wright,REG001224,2.12
Dena,REG001225,4.01
Duane,REG001226,2.73
Jeannette,REG001227,4.44
Elda,REG001228,3.42
Faith,REG001229,3.14
Anie,REG001230,2.22
Mercedes,REG001231,3.40
Terry,REG001232,2.00
Gizella,REG001233,2.00
Merlyn,REG001234,1.73
Celestia,REG001235,2.12
Loring,REG001236,1.87
Ben,REG001237,5.46
Alexina,REG001238,1.73
Adolphus,REG001239,2.78
Glenn,REG001240,2.93
Isiah,REG001241,3.50
Rueben,REG001242,2.22
Maryellen,REG001243,1.73
Rafaela,REG001244,2.12
Vinnie,REG001245,3.55
Eben,REG001246,1.87
Mortimer,REG001247,1.73
Jeanette,REG001248,4.91
Ethelle,REG001249,1.73
Kay,REG001250,1.73
Floyd,REG001251,5.93
Lestie,REG001252,1.73
Edwin,REG001253,5.58
Doctor,REG001254,2.22
Reed,REG001255,2.22
Seymour,REG001256,2.31
Millicent,REG001257,2.31
Clement,REG001258,3.24
Beadie,REG001259,2.54
Rinda,REG001260,1.87
Christina,REG001261,4.64
Nathalie,REG001262,2.39
Louise,REG001263,2.12
Lola,REG001264,6.56
Jere,REG001265,1.87
Darius,REG001266,1.73
Mozella,REG001267,2.54
Ingrid,REG001268,2.12
Elder,REG001269,1.87
Nick,REG001270,3.50
Zell,REG001271,2.39
Dimple,REG001272,2.22
Harmon,REG001273,3.02
Cloie,REG001274,1.87
Azilda,REG001275,1.73
Idell,REG001276,2.78
Frederica,REG001277,2.22
Joseph,REG001278,2.31
Rodney,REG001279,2.89
Kay,REG001280,1.73
Kelley,REG001281,2.22
Jamie,REG001282,2.31
Lonnie,REG001283,3.84
Percie,REG001284,1.73
Foy,REG001285,2.12
Edris,REG001286,1.73
Clifton,REG001287,4.49
Charlie,REG001288,6.36
Geneva,REG001289,5.52
Hal,REG001290,3.06
Clair,REG001291,2.61
Florida,REG001292,3.24
Janie,REG001293,4.41
Clementine,REG001294,3.28
Filomena,REG001295,1.73
Stuart,REG001296,2.73
Frankie,REG001297,4.68
Bishop,REG001298,2.39
Bernice,REG001299,6.25
Annamay,REG001300,2.00
Dave,REG001301,4.84
Andrew,REG001302,6.19
Lesta,REG001303,1.73
Corbett,REG001304,3.06
Soloman,REG001305,2.31
Foster,REG001306,3.64
Mont,REG001307,2.31
Ebb,REG001308,1.87
Chaney,REG001309,1.87
Bobbie,REG001310,1.87
Avie,REG001311,2.54
Lea,REG001312,2.89
Ledia,REG001313,1.73
Ula,REG001314,2.67
Orville,REG001315,4.02
Janie,REG001316,5.21
Emilie,REG001317,4.29
Freeman,REG001318,3.40
Mable,REG001319,5.01
Carolyn,REG001320,4.72
Ophie,REG001321,2.22
Sammie,REG001322,2.12
Alexander,REG001323,5.18
Virda,REG001324,1.87
Hans,REG001325,2.73
Judy,REG001326,3.82
Hoyt,REG001327,2.00
Mazie,REG001328,3.94
Gregorio,REG001329,1.87
Irean,REG001330,1.87
Weltha,REG001331,1.87
Gustave,REG001332,3.91
Carlie,REG001333,1.87
Willis,REG001334,4.95
Dawn,REG001335,1.73
Lonie,REG001336,3.02
Rada,REG001337,1.87
Wiley,REG001338,4.15
Myrtis,REG001339,3.55
Theo,REG001340,2.47
Olen,REG001341,2.00
Frederick,REG001342,5.80
Lee,REG001343,6.14
Marcia,REG001344,3.34
Ursula,REG001345,3.71
Wm,REG001346,3.48
Nonnie,REG001347,2.39
Alba,REG001348,1.87
Mathilde,REG001349,3.21
Garland,REG001350,4.31
Ivory,REG001351,2.67
Haywood,REG001352,3.21
Forrest,REG001353,1.87
Reginald,REG001354,2.61
Opal,REG001355,3.58
Flossie,REG001356,5.62
Cecil,REG001357,5.85
Inga,REG001358,3.55
Lois,REG001359,5.90
Benjaman,REG001360,1.87
Chalmers,REG001361,1.73
Almena,REG001362,1.87
Senora,REG001363,1.87
Etta,REG001364,5.83
Elba,REG001365,2.54
Brooks,REG001366,1.87
Nanie,REG001367,2.22
Zula,REG001368,2.98
Glover,REG001369,2.00
Vernie,REG001370,3.02
Jesse,REG001371,2.67
Gennie,REG001372,2.47
Rosamond,REG001373,2.73
Barry,REG001374,1.73
Magdalen,REG001375,2.84
Tobe,REG001376,2.31
Royce,REG001377,1.73
Maryland,REG001378,1.73
Forest,REG001379,3.84
Noble,REG001380,2.98
Rena,REG001381,5.04
Savannah,REG001382,3.69
Clinton,REG001383,4.45
Merritt,REG001384,2.61
Daisey,REG001385,2.31
Viva,REG001386,2.47
Sewell,REG001387,1.73
Gladys,REG001388,6.21
Westley,REG001389,2.31
Luby,REG001390,1.73
Vernon,REG001391,3.71
Sudie,REG001392,3.71
Stella,REG001393,6.74
Stephania,REG001394,2.12
Dina,REG001395,2.31
Ellyn,REG001396,1.87
Isom,REG001397,2.47
Robin,REG001398,1.73
Tessa,REG001399,1.73
Wellington,REG001400,2.12
Allan,REG001401,3.42
Tilla,REG001402,1.73
Gurney,REG001403,1.87
Freida,REG001404,2.22
Lilly,REG001405,4.11
Boysie,REG001406,1.87
Betsy,REG001407,2.78
Jones,REG001408,2.12
Cleo,REG001409,5.27
Sydney,REG001410,2.54
Jesse,REG001411,6.05
Frona,REG001412,2.61
Alice,REG001413,2.12
Anna,REG001414,2.93
Alexander,REG001415,5.01
Joyce,REG001416,1.87
Ernesto,REG001417,2.61
Ferrol,REG001418,1.73
Erlene,REG001419,2.22
Astrid,REG001420,1.87
Freeman,REG001421,3.28
Blossom,REG001422,2.00
Armelia,REG001423,1.87
Hector,REG001424,2.47
Samuel,REG001425,6.42
Dorthey,REG001426,1.87
Aubrey,REG001427,3.77
Wilbur,REG001428,4.42
Stephania,REG001429,2.39
Ingeborg,REG001430,2.22
Pierce,REG001431,2.67
Lorenzo,REG001432,3.45
Bernie,REG001433,2.39
Wilhelm,REG001434,1.73
Flo,REG001435,3.28
Joseph,REG001436,2.54
Butler,REG001437,2.54
Judith,REG001438,2.12
America,REG001439,2.78
Saul,REG001440,3.17
Eldora,REG001441,3.84
Fontella,REG001442,1.73
Valeda,REG001443,1.73
Aubrey,REG001444,2.39
Roy,REG001445,6.74
Adaline,REG001446,3.17
Una,REG001447,3.55
Hildur,REG001448,2.67
Lamar,REG001449,3.28
Isadore,REG001450,3.77
Montgomery,REG001451,2.12
Matie,REG001452,2.78
Bryan,REG001453,2.31
Orma,REG001454,1.87
Irva,REG001455,1.73
Luretta,REG001456,1.73
Hester,REG001457,4.88
Dorman,REG001458,1.73
West,REG001459,2.54
Dora,REG001460,2.73
Jake,REG001461,4.37
Lewis,REG001462,1.73
Isabel,REG001463,4.79
Josepha,REG001464,1.87
Melville,REG001465,2.00
Evie,REG001466,4.09
Elenore,REG001467,1.87
Littleton,REG001468,1.87
Hellen,REG001469,2.00
Bennie,REG001470,2.61
Wallace,REG001471,4.61
Nora,REG001472,5.93
Berneice,REG001473,1.73
Hattie,REG001474,6.40
Nita,REG001475,2.22
Texas,REG001476,1.73
Nels,REG001477,2.00
Alvis,REG001478,2.47
Alzora,REG001479,1.87
Irvin,REG001480,4.15
Cornelius,REG001481,2.00
Anna,REG001482,8.25
Lillis,REG001483,1.87
Villa,REG001484,1.87
George,REG001485,7.99
Dessie,REG001486,3.64
Tillie,REG001487,5.19
Hyrum,REG001488,1.87
Emmaline,REG001489,1.87
Clarence,REG001490,6.56
Floride,REG001491,1.73
Roxanna,REG001492,2.00
Reinhold,REG001493,2.31
Perley,REG001494,2.31
Arvid,REG001495,2.22
Son,REG001496,2.61
Clotilde,REG001497,2.00
Willie,REG001498,6.96
Hollis,REG001499,3.21
Caldonia,REG001500,2.39
Henrietta,REG001501,5.81
Lula,REG001502,6.57
Ozie,REG001503,2.54
Susanna,REG001504,3.45
Zara,REG001505,1.73
Zola,REG001506,2.47
Rebie,REG001507,1.73
Elida,REG001508,2.31
Lorraine,REG001509,3.24
Cleo,REG001510,3.62
Marshal,REG001511,2.39
Savilla,REG001512,2.00
Philomena,REG001513,4.15
Nelson,REG001514,4.52
Cora,REG001515,6.73
Lavinia,REG001516,3.21
Jewell,REG001517,5.61
Mallie,REG001518,3.60
Julie,REG001519,3.02
Antoinette,REG001520,5.74
Florida,REG001521,2.93
Zollie,REG001522,2.12
Marge,REG001523,1.87
Eusebio,REG001524,1.73
Cuma,REG001525,1.73
Barnie,REG001526,1.87
Ferne,REG001527,2.31
Lindsey,REG001528,2.89
Margarita,REG001529,3.81
Gracie,REG001530,4.52
Catherine,REG001531,1.73
Merton,REG001532,2.31
David,REG001533,1.73
Enrique,REG001534,2.98
Ann,REG001535,5.48
Viney,REG001536,1.87
Sarita,REG001537,1.87
Lonnie,REG001538,2.78
Milda,REG001539,1.73
Malena,REG001540,1.87
Suzanne,REG001541,3.21
Robbie,REG001542,2.31
Azzie,REG001543,2.12
Walton,REG001544,2.47
Carlos,REG001545,3.14
Goldie,REG001546,5.50
Cedric,REG001547,1.73
Elfa,REG001548,1.87
Lota,REG001549,2.12
Bruce,REG001550,4.08
Hiram,REG001551,3.53
Vern,REG001552,2.89
India,REG001553,2.73
Comer,REG001554,2.12
Louisa,REG001555,4.44
Josefa,REG001556,2.89
Lillie,REG001557,2.22
Randall,REG001558,2.22
Rae,REG001559,3.06
Lollie,REG001560,2.54
Arra,REG001561,1.87
Cleveland,REG001562,3.79
Veta,REG001563,3.14
Reka,REG001564,1.87
Thornton,REG001565,2.22
Irvine,REG001566,1.87
Micheal,REG001567,2.47
Ula,REG001568,1.73
Horace,REG001569,5.36
Harper,REG001570,2.39
Gusta,REG001571,1.87
Dionicio,REG001572,1.73
Virgie,REG001573,2.00
Zoe,REG001574,3.62
Lucien,REG001575,2.61
Obed,REG001576,2.12
Gale,REG001577,1.87
Kate,REG001578,5.36
Waldemar,REG001579,2.31
Margarito,REG001580,1.87
Blaine,REG001581,2.89
Mona,REG001582,4.11
Manley,REG001583,1.87
Pearl,REG001584,3.60
Hector,REG001585,2.73
Duane,REG001586,1.73
Ulysses,REG001587,2.98
Clarence,REG001588,6.87
Leatha,REG001589,3.75
Mariam,REG001590,2.31
Sterling,REG001591,3.45
Moe,REG001592,1.87
Hertha,REG001593,2.12
Marie,REG001594,1.73
Amber,REG001595,2.39
Inga,REG001596,2.67
Bettye,REG001597,1.87
Mettie,REG001598,3.02
Loren,REG001599,3.73
Emilie,REG001600,4.05
Abner,REG001601,2.84
Felix,REG001602,4.21
Adda,REG001603,1.73
Nelson,REG001604,4.30
Cleve,REG001605,2.73
Florrie,REG001606,2.89
Priscilla,REG001607,3.58
Arlena,REG001608,2.12
Media,REG001609,2.31
Selma,REG001610,5.19
Luther,REG001611,5.41
Caroline,REG001612,5.70
Amada,REG001613,1.87
Leone,REG001614,4.27
Kitty,REG001615,3.37
Stanley,REG001616,5.90
Arden,REG001617,2.12
Gabe,REG001618,2.22
Sol,REG001619,3.02
Thornton,REG001620,2.31
Jim,REG001621,5.28
Verner,REG001622,1.87
Rushie,REG001623,2.00
Jewel,REG001624,2.54
Hampton,REG001625,2.61
Sarrah,REG001626,2.00
Lovie,REG001627,3.81
Victor,REG001628,1.73
Elsye,REG001629,1.87
Viney,REG001630,1.87
Fern,REG001631,4.61
Marie,REG001632,2.22
Mayme,REG001633,4.90
Nicey,REG001634,2.00
Norval,REG001635,2.31
Samella,REG001636,1.87
Elaine,REG001637,2.00
Sanders,REG001638,2.54
Wilmer,REG001639,3.14
Maxie,REG001640,2.39
Ardath,REG001641,1.87
Narcissa,REG001642,1.73
Harriette,REG001643,2.73
Drusilla,REG001644,2.93
Rosco,REG001645,2.00
Lurena,REG001646,2.00
Hester,REG001647,4.29
Earleen,REG001648,1.73
Earlene,REG001649,2.73
Zora,REG001650,3.93
Carmel,REG001651,2.22
Cordella,REG001652,1.73
Abraham,REG001653,4.11
Tillman,REG001654,2.84
Ezra,REG001655,3.60
Lucile,REG001656,1.87
Eduardo,REG001657,2.31
Myrtle,REG001658,2.54
Salvador,REG001659,1.73
William,REG001660,8.75
Georgia,REG001661,6.01
Euphemia,REG001662,2.47
Thomas,REG001663,7.23
Mariana,REG001664,2.22
Mavis,REG001665,3.02
Jessica,REG001666,2.22
Placida,REG001667,2.12
Santiago,REG001668,2.12
Dellia,REG001669,1.87
Addison,REG001670,2.73
Leona,REG001671,6.53
Furman,REG001672,1.87
Clarance,REG001673,2.22
Eliza,REG001674,5.25
Tobe,REG001675,2.12
Sonny,REG001676,2.12
Elgie,REG001677,2.00
Tennessee,REG001678,2.39
Elodia,REG001679,1.73
Jesusa,REG001680,2.73
Raymon,REG001681,3.02
Concetta,REG001682,1.73
Essie,REG001683,5.59
Cyril,REG001684,3.69
Leva,REG001685,1.73
Wilmer,REG001686,4.21
John,REG001687,3.89
Rossie,REG001688,3.14
Jonas,REG001689,2.84
Edward,REG001690,2.00
Olie,REG001691,1.73
Sophronia,REG001692,2.67
Marianne,REG001693,1.73
Elenore,REG001694,2.73
Cordell,REG001695,1.87
Fleeta,REG001696,2.00
Heber,REG001697,1.87
Bryan,REG001698,3.91
Bertice,REG001699,2.00
Loyce,REG001700,2.67
Sue,REG001701,4.91
Lilliam,REG001702,2.39
Evie,REG001703,4.08
Fletcher,REG001704,3.55
Floy,REG001705,4.16
Leonarda,REG001706,1.73
Verdie,REG001707,3.45
Levy,REG001708,2.61
Frederica,REG001709,2.22
Rilla,REG001710,3.21
Delia,REG001711,4.92
Hezekiah,REG001712,2.54
Sophie,REG001713,5.12
Donald,REG001714,6.51
Derrell,REG001715,1.73
Allen,REG001716,1.73
Grady,REG001717,2.00
Lyman,REG001718,3.28
Cliff,REG001719,1.73
Leona,REG001720,5.15
Emily,REG001721,6.35
Christ,REG001722,2.54
Dillie,REG001723,2.22
Floyd,REG001724,2.22
Norwood,REG001725,2.00
Selma,REG001726,4.08
Mahlon,REG001727,2.12
Theodora,REG001728,3.10
Johnie,REG001729,4.56
Ottilie,REG001730,1.87
Alphonse,REG001731,3.02
Allean,REG001732,2.54
Jess,REG001733,4.31
Venus,REG001734,2.78
Melvina,REG001735,3.53
Corrie,REG001736,3.62
Susannah,REG001737,1.87
Valrie,REG001738,1.73
Golde,REG001739,1.73
Bert,REG001740,2.31
Franklin,REG001741,4.44
Sammie,REG001742,1.87
Lenore,REG001743,3.64
Celina,REG001744,2.31
Fae,REG001745,3.37
Burnett,REG001746,2.31
Blanch,REG001747,4.39
Anita,REG001748,5.47
Isabella,REG001749,4.34
Francine,REG001750,2.00
Lucious,REG001751,3.02
Rotha,REG001752,1.73
Minette,REG001753,1.73
Ulysses,REG001754,3.42
Walter,REG001755,7.45
Lurene,REG001756,1.87
Gabe,REG001757,2.12
Glen,REG001758,4.68
Emmit,REG001759,2.73
Hayward,REG001760,2.12
Judith,REG001761,3.89
Verla,REG001762,3.02
Clemon,REG001763,1.87
Atlanta,REG001764,1.73
Ellis,REG001765,4.21
Willard,REG001766,5.24
Lera,REG001767,3.31
Adelina,REG001768,2.61
Petra,REG001769,4.04
Gwendoline,REG001770,2.22
Jess,REG001771,4.06
Charley,REG001772,5.02
Leonard,REG001773,5.68
Thea,REG001774,1.73
Ellar,REG001775,2.31
Sidney,REG001776,5.15
Dixie,REG001777,4.06
Henry,REG001778,2.67
Oretha,REG001779,2.22
Augustine,REG001780,2.54
Jessie,REG001781,6.73
Vernal,REG001782,2.00
Bennett,REG001783,2.22
Milo,REG001784,3.14
Lucas,REG001785,2.12
May,REG001786,6.24
Alison,REG001787,1.73
Eula,REG001788,5.49
Emily,REG001789,6.29
Garfield,REG001790,2.84
Bee,REG001791,2.12
Glenna,REG001792,1.87
Minnie,REG001793,7.27
Cornelius,REG001794,4.28
Vander,REG001795,1.73
Maggie,REG001796,6.45
Laurette,REG001797,1.73
Phebe,REG001798,2.93
Barbra,REG001799,1.73
Coy,REG001800,2.73
Theodore,REG001801,5.32
Helmuth,REG001802,1.73
Lyman,REG001803,3.42
Laurence,REG001804,3.64
Maryjane,REG001805,2.61
Tilda,REG001806,3.17
Exilda,REG001807,1.73
Lionel,REG001808,2.89
Landon,REG001809,1.73
Lottie,REG001810,6.13
Clay,REG001811,3.31
Rosella,REG001812,4.13
Delpha,REG001813,2.98
Faye,REG001814,4.71
Dorotha,REG001815,2.47
Shirley,REG001816,3.62
Karen,REG001817,2.47
Willian,REG001818,2.00
Biddie,REG001819,1.87
Boyd,REG001820,3.99
Willis,REG001821,2.22
Finis,REG001822,2.67
Julia,REG001823,6.69
Laverne,REG001824,2.00
Zimmie,REG001825,1.73
Lorne,REG001826,2.00
Ethna,REG001827,1.73
Wanda,REG001828,3.02
Benjamin,REG001829,5.93
Garland,REG001830,3.21
Rene,REG001831,1.87
Zola,REG001832,2.22
Leslie,REG001833,3.31
Hudson,REG001834,1.87
Rosena,REG001835,2.31
Ralph,REG001836,1.73
Edward,REG001837,7.56
Mada,REG001838,2.00
Zadie,REG001839,2.00
Lenna,REG001840,2.93
Essie,REG001841,2.22
Porter,REG001842,3.14
Benjamine,REG001843,1.73
Nicholas,REG001844,3.89
Lillis,REG001845,2.12
Clay,REG001846,3.37
Sarah,REG001847,7.06
Pleas,REG001848,2.00
Zeb,REG001849,2.54
Dorthy,REG001850,2.00
Isom,REG001851,2.00
Jess,REG001852,4.77
Emilio,REG001853,2.31
Daisy,REG001854,6.41
Harlan,REG001855,2.31
Jimmy,REG001856,2.22
Leonard,REG001857,5.41
Dana,REG001858,2.12
Rexford,REG001859,1.87
Loraine,REG001860,4.54
Hudson,REG001861,2.22
Annette,REG001862,4.32
Madeline,REG001863,5.43
Letta,REG001864,2.12
Rose,REG001865,7.44
Lyda,REG001866,4.09
Oda,REG001867,2.22
Santiago,REG001868,2.78
Van,REG001869,3.84
Bertha,REG001870,7.58
Tempa,REG001871,1.73
Norva,REG001872,1.73
Allen,REG001873,5.78
Evan,REG001874,3.14
Orville,REG001875,4.39
Sophronia,REG001876,2.31
Rosilda,REG001877,1.73
Burns,REG001878,1.73
Myrtle,REG001879,2.31
Rollin,REG001880,2.67
Lorina,REG001881,1.73
Ignatius,REG001882,2.22
Leitha,REG001883,2.31
Emerson,REG001884,3.14
Edwin,REG001885,5.75
Glena,REG001886,1.73
Rosalind,REG001887,2.31
Cordelia,REG001888,4.02
Charlsie,REG001889,1.73
Jason,REG001890,2.84
Nolie,REG001891,2.00
Oneita,REG001892,2.39
Orrie,REG001893,2.54
Wilfred,REG001894,3.34
Signe,REG001895,2.93
Ona,REG001896,4.29
Author,REG001897,2.31
Rene,REG001898,2.98
Leala,REG001899,2.22
Necie,REG001900,1.73
Seymour,REG001901,3.77
Mora,REG001902,2.12
Alys,REG001903,2.12
Fronia,REG001904,2.22
Joyce,REG001905,4.49
Madgie,REG001906,2.54
Ethan,REG001907,1.73
Beth,REG001908,3.37
Presley,REG001909,1.73
Jennette,REG001910,2.12
Garry,REG001911,1.87
Estefana,REG001912,1.73
Almeta,REG001913,2.47
Laurena,REG001914,2.00
Freida,REG001915,3.24
Scott,REG001916,3.58
Alberto,REG001917,3.24
Ingeborg,REG001918,2.47
Alda,REG001919,1.87
Emmett,REG001920,4.42
Boyce,REG001921,2.67
Sinclair,REG001922,2.00
Robert,REG001923,2.54
Ignacio,REG001924,2.39
Vivian,REG001925,6.10
Elvina,REG001926,2.31
Cleopatra,REG001927,2.12
Viney,REG001928,1.87
Georgie,REG001929,4.20
Parthenia,REG001930,2.22
Lina,REG001931,4.01
Helen,REG001932,8.25
Lacie,REG001933,1.87
Davis,REG001934,2.54
Mannie,REG001935,2.31
Ward,REG001936,3.14
Alf,REG001937,2.00
Thecla,REG001938,2.00
Rada,REG001939,1.73
Loy,REG001940,2.93
Anita,REG001941,4.05
Juliana,REG001942,1.73
Chloie,REG001943,2.00
Bradford,REG001944,2.39
Geo,REG001945,2.61
Reatha,REG001946,2.89
Zenobia,REG001947,1.73
Susie,REG001948,6.51
Nela,REG001949,1.73
Celie,REG001950,1.73
Flavia,REG001951,1.87
Genora,REG001952,1.87
Florian,REG001953,2.73
Zina,REG001954,2.22
Lelah,REG001955,3.55
Lynn,REG001956,3.21
Goldie,REG001957,1.87
Reed,REG001958,2.89
Lottie,REG001959,6.01
Olia,REG001960,1.73
Bertrand,REG001961,1.87
Thurston,REG001962,2.22
Milo,REG001963,3.21
Burrell,REG001964,2.00
Douglas,REG001965,3.40
Felicia,REG001966,2.78
Nelly,REG001967,2.00
Mayme,REG001968,5.24
Orrin,REG001969,2.67
Bernard,REG001970,5.58
Marguerita,REG001971,1.73
Warren,REG001972,1.73
Miriam,REG001973,3.42
Thad,REG001974,2.12
Annie,REG001975,7.10
